,O43474,O60216,O75534,P13639,P26358,P28069,P40763,Q00839,Q13363,Q15022,Q15059,Q15233,Q15366,Q15717,Q15910,Q6UXN9,Q8N6T7,Q8TB72,Q96EV2,Q9UBK2,Q9Y2Z0,Q9Y6K1
NCBI:100507428,0.765873295,0.764217352,0.795261456,0.855181612,0.915524051,0.672726549,0.703122912,0.910882789,0.665253839,0.774801176,0.77673743,0.724022111,0.791150731,0.715509535,0.812491461,0.631335904,0.690745749,0.929904414,0.840429903,0.852924331,0.673692467,0.901829679
NCBI:100507433,0.587939044,0.645298318,0.737776895,0.634054736,0.84827322,0.640417231,0.708994579,0.761071128,0.681593378,0.675958093,0.684531048,0.525487243,0.590548901,0.707207038,0.748442443,0.623063558,0.688016642,0.691823861,0.772935297,0.727059465,0.687467281,0.72279584
NCBI:100507458,0.694670048,0.80928595,0.845232556,0.815543632,0.779952697,0.698206961,0.926156408,0.810065352,0.64870122,0.73652842,0.835740706,0.773197307,0.746483684,0.615701178,0.867624238,0.57066119,0.778640983,0.854203162,0.897400167,0.753939641,0.642974156,0.889288753
NCBI:100507459,0.624285551,0.795807623,0.820394871,0.796567773,0.740685243,0.670185024,0.760439506,0.707443497,0.699276407,0.723936436,0.742898175,0.745852685,0.726774492,0.731320393,0.746425739,0.65444185,0.68851089,0.873493919,0.933284568,0.760931952,0.771331074,0.795850876
NCBI:100507463,0.739033437,0.745916606,0.883997218,0.689790296,1,0.715224994,0.828935785,0.76165827,0.673032019,0.854828899,0.642225903,0.776902164,0.696061286,0.744537163,0.704118235,0.62137865,0.699849426,0.787303026,0.858525725,0.805134717,0.686194919,0.879438237
NCBI:100507487,0.683622948,0.705199125,0.706514076,0.652836872,0.887798105,0.709938019,0.709211164,0.778682564,0.640259208,0.73016956,0.751053986,0.693005408,0.63326468,0.618127165,0.7669881,0.643543075,0.64839074,0.766463017,0.816150057,0.692842877,0.623845612,0.731977221
NCBI:100507489,0.691507517,0.738479931,0.700527399,0.770832945,0.914229538,0.64419202,0.771737489,0.697606355,0.56049235,0.710559316,0.677716316,0.742915048,0.686682727,0.677833616,0.767492654,0.663626476,0.702483766,0.731746335,0.788309324,0.732343368,0.670942873,0.838566273
NCBI:100507495,0.581892225,0.684719945,0.78558936,0.669756734,0.811323256,0.635223905,0.715944619,0.650222812,0.609858261,0.646887163,0.62441162,0.669421695,0.716855783,0.573996747,0.719354371,0.657585059,0.579053066,0.744377779,0.716945522,0.652103735,0.684292479,0.672391373
NCBI:100507530,0.642834756,0.622659566,0.607627676,0.703360269,0.674182472,0.585505426,0.657437605,0.689953848,0.660920814,0.615206352,0.682464439,0.702454067,0.680659616,0.699314328,0.614118484,0.632859074,0.642000115,0.605179846,0.694397597,0.730364391,0.721549393,0.593801692
NCBI:100507533,0.73627534,0.692264597,0.599599982,0.723446276,0.779905468,0.560657285,0.708682307,0.801850449,0.612992563,0.723274152,0.674347449,0.643163469,0.605016535,0.618467521,0.750950725,0.638019567,0.588340889,0.672980218,0.834638664,0.67458272,0.615554595,0.634156332
NCBI:100507557,0.646603186,0.658238395,0.778877224,0.715259851,0.777061684,0.691370728,0.634213633,0.634521843,0.682885053,0.792122017,0.738665898,0.703412253,0.694217391,0.767437781,0.637293684,0.596323937,0.601133024,0.732173159,0.641963585,0.769528377,0.570177688,0.648404816
NCBI:100507582,0.704437589,0.703281976,0.658240529,0.74292019,0.828229651,0.684951515,0.685203084,0.659780004,0.709706839,0.718589894,0.715556439,0.665357797,0.704295286,0.571896329,0.799071336,0.726288318,0.60631628,0.790870284,0.689020505,0.57912992,0.652106591,0.770023842
NCBI:100507602,0.753129729,0.809885191,0.806389509,0.972065741,0.817099289,0.700950256,0.740610495,0.836813681,0.778071717,0.781918816,0.804157689,0.697137536,0.693786563,0.660606596,0.830032507,0.616740091,0.591644989,0.923577512,0.861607684,0.867093866,0.668610469,0.805894811
NCBI:100507639,0.74099616,0.749489812,0.721021623,0.919564405,0.779160388,0.603029741,0.815816816,0.787713103,0.709779368,0.839271628,0.711401023,0.701508062,0.710164715,0.758669535,0.795086869,0.755623159,0.618268353,0.830913386,0.903848759,0.849636967,0.717504431,0.782156648
NCBI:100507651,0.649624408,0.642951409,0.738173048,0.71682126,0.77068854,0.611995412,0.712305559,0.708618586,0.655062434,0.726009683,0.686353884,0.623921449,0.563492953,0.639769589,0.635136778,0.590843429,0.569704689,0.744030201,0.688560912,0.724277181,0.616762887,0.677359898
NCBI:100508120,0.687036873,0.7482604,0.693055929,0.789234585,0.899259382,0.629686327,0.801548224,0.761928193,0.75718021,0.719272684,0.714734712,0.726936934,0.675407161,0.758180507,0.676363914,0.650381551,0.695503016,0.703816128,0.788036123,0.802405662,0.700881653,0.72570631
NCBI:100509894,0.578883194,0.608768244,0.71376187,0.662339741,0.708537056,0.629883447,0.678519934,0.68783886,0.632702983,0.766591696,0.609667077,0.648601486,0.734586122,0.976146994,0.700615959,0.758365,0.737068817,0.662862787,0.679007909,0.689216249,0.649950316,0.760971352
NCBI:100526831,0.709230082,0.630961489,0.6524689,0.678617725,0.882455236,0.723127525,0.687723954,0.707189344,0.64084186,0.668281131,0.741046743,0.621965901,0.635681468,0.584788488,0.76575722,0.619357376,0.673034096,0.806923081,0.77710516,0.68085334,0.698896691,0.656117558
NCBI:100528062,0.689827598,0.677220728,0.66286634,0.646284499,0.623432299,0.591430224,0.680279888,0.711344773,0.724256889,0.679989208,0.692343149,0.64847821,0.674293675,0.663047683,0.582677382,0.624198053,0.569167585,0.667520187,0.703113546,0.663149488,0.673488284,0.675042965
NCBI:100533483,0.66332195,0.732356242,0.716661144,0.710200016,0.696362334,0.627651821,0.60972422,0.765046973,0.624359148,0.627770926,0.657840401,0.609120177,0.617397321,0.59519552,0.669575883,0.628144801,0.614010032,0.726229829,0.643316286,0.622685865,0.678390978,0.539518658
NCBI:100616530,0.787727849,0.920757529,0.796247705,0.806389063,0.662137805,0.843371414,0.785017217,0.770042458,0.837448263,0.818679383,0.834803392,0.778481871,0.86018014,0.742589765,0.856889771,0.718233687,0.799850703,0.832332712,0.738988179,0.826762411,0.703347713,0.765983174
NCBI:100630918,0.927287079,0.581053883,0.797670329,0.633101071,0.564345882,0.743722058,0.843896554,0.709164675,0.713123159,0.456009622,0.753821012,0.450415619,0.932370356,0.627635188,0.621777731,0.634175013,0.685109333,0.598621375,0.761924412,0.958535404,0.866949908,0.541648833
NCBI:100642175,0.782494513,0.943338614,0.893097119,0.909429687,0.716246791,0.696196406,0.80427048,0.851011544,0.78011421,0.896701415,0.921910298,0.768126281,0.863431614,0.751417556,0.822627139,0.707549816,0.761839074,0.791007574,0.748832937,0.866983016,0.774567768,0.878899749
NCBI:100652736,0.727755811,0.762892324,0.836814227,0.817304047,0.823426745,0.688953997,0.746338433,0.824267385,0.763209802,0.787523308,0.748626625,0.728584099,0.783883886,0.624576882,0.825871507,0.670267043,0.663225524,0.849927088,0.930054886,0.742755984,0.611439804,0.898220626
NCBI:100652739,0.772012876,0.714981362,0.729679034,0.87370206,0.830708487,0.713240812,0.667057806,0.751846324,0.704494342,0.781454194,0.71061916,0.714530676,0.695977992,0.705131737,0.744427373,0.730615054,0.708215453,0.823524874,0.992220266,0.793467344,0.692313924,0.834348139
NCBI:100652740,0.86746762,0.549773724,0.725681842,0.674676291,0.704037242,0.45898156,0.975031853,0.536331605,0.892978254,0.511227935,0.693903121,0.468486474,0.973214062,0.439739559,0.743276533,0.538217837,0.517672639,0.680402691,0.845334553,0.840751074,0.987999447,0.501854315
NCBI:100652770,0.72705098,0.81650886,0.678858698,0.779716498,0.882359317,0.631528677,0.725780975,0.787480183,0.609832703,0.759448537,0.718477838,0.569766474,0.649434078,0.647506122,0.702399573,0.655649833,0.680430198,0.712181947,0.753591139,0.654284121,0.69289202,0.788119199
NCBI:100652772,0.601571187,0.676540068,0.66714205,0.711459619,0.835782268,0.601210324,0.617315925,0.684126904,0.614823818,0.69660838,0.707088942,0.584549152,0.619770382,0.628036306,0.680980897,0.611260417,0.647091165,0.715355987,0.709896153,0.770443166,0.708844304,0.627315956
NCBI:100652791,0.719880575,0.776054449,0.769945295,0.793787873,0.846231161,0.67927971,0.814329556,0.918349832,0.66040355,0.716909691,0.753810615,0.667048713,0.712657051,0.668572534,0.873350624,0.596655723,0.683077403,0.910440163,0.924728816,0.80560725,0.575369517,0.841355621
NCBI:100750246,0.852307954,0.844145365,0.789382325,0.892052125,0.796623883,0.717603135,0.885940653,0.752325135,0.82549048,0.919096739,0.849582429,0.78427784,0.665446817,0.700318079,1,0.783879247,0.754467957,0.824989815,0.781422158,0.879083659,0.698700434,0.814824351
NCBI:100750247,0.652737623,0.897735959,0.770008512,0.814328558,0.544951464,0.613226615,0.746052814,0.747416777,0.65558945,0.732689203,0.729597086,0.719063146,0.713942072,0.686867299,0.805851759,0.688838192,0.677271139,0.721936432,0.814775895,0.717405523,0.732368143,0.700119382
NCBI:100775107,0.674971631,0.797258921,0.852272183,0.783575418,0.784512659,0.677418532,0.702002697,0.900443108,0.71094963,0.763050078,0.808010521,0.642565637,0.672036511,0.660661183,0.720058151,0.670095189,0.61038256,0.842033824,0.828771715,0.648197634,0.645845061,0.800497974
NCBI:100820709,0.701529002,0.671535032,0.627210743,0.684930726,0.783274846,0.626110833,0.661372074,0.751385934,0.698017075,0.659975018,0.710984097,0.685003242,0.695593066,0.689081369,0.665716203,0.670362665,0.741410071,0.789812686,0.872531952,0.736056163,0.630456839,0.741875579
NCBI:100852407,0.629682301,0.667759723,0.689349807,0.698744631,0.701985566,0.603172747,0.658768217,0.713467144,0.647579275,0.671221017,0.646408591,0.680448591,0.720941251,0.704212223,0.72910982,0.520488186,0.648863089,0.802827877,0.662005758,0.66900226,0.555356566,0.712437899
NCBI:100852410,0.85912924,0.84051863,0.863046513,0.902583462,0.801178408,0.628805415,0.835554563,1,0.823335184,0.899034871,0.914075803,0.84848318,0.672088553,0.689387497,0.818149735,0.825244002,0.728958857,0.811692544,0.732073826,0.887636386,0.863179721,0.957633558
NCBI:100859930,0.627008007,0.672793915,0.745954691,0.740085683,0.800544916,0.664758105,0.721708671,0.721724114,0.673535606,0.678968956,0.705863853,0.659508885,0.582281943,0.675730528,0.712692604,0.689457666,0.671679291,0.782355736,0.728477097,0.745411435,0.671209329,0.730960818
NCBI:100861402,0.635103806,0.706112831,0.687565232,0.719410873,0.79801784,0.679290955,0.653428028,0.716085557,0.748557172,0.6933824,0.674152589,0.671757558,0.636291893,0.62469177,0.689008507,0.659774244,0.602390544,0.777144166,0.720076682,0.695149185,0.642992277,0.661920177
NCBI:100861513,0.86521481,0.824608068,0.795342084,0.801858024,0.66286604,0.867321646,0.802006576,0.796839307,0.846323335,0.827350258,0.802369601,0.911192505,0.861213374,0.844451567,0.822429742,0.885919849,0.722450354,0.695397248,0.720992029,0.77765037,0.814934257,0.784713524
NCBI:100861516,0.784791758,0.874402211,0.950103262,0.810954294,0.679334818,0.766241846,0.887418816,0.884208764,0.830047317,0.911738203,0.939347869,0.73397643,0.702023437,0.697601378,0.872692415,0.666513518,0.73705502,0.700607405,0.816076825,0.817410872,0.72649948,0.859581254
NCBI:100861530,0.661509238,0.728263657,0.571563133,0.574241106,0.76498368,0.609911572,0.705424442,0.620757171,0.725108284,0.604645192,0.634634175,0.641301927,0.544276863,0.591688443,0.598774022,0.606246514,0.609270941,0.62069505,0.632310023,0.610226294,0.638711393,0.617302444
NCBI:100862680,0.808400443,0.676963253,0.721312598,0.689669107,0.797041926,0.606273671,0.789761836,0.770124427,0.733758845,0.726215045,0.674624583,0.687847316,0.628353188,0.728368019,0.673852044,0.70387775,0.69115244,0.768901802,0.6973762,0.666203124,0.6944147,0.694036116
NCBI:100862692,0.884731341,0.755603845,0.63545619,0.767630994,0.667441552,0.908830235,0.702579334,0.749427335,0.915609919,0.762290591,0.761643827,0.943333567,0.942813041,0.885316839,0.794768992,0.874352757,0.870263478,0.707733692,0.693624291,0.891833568,0.814610028,0.741904565
NCBI:100873065,0.523631532,0.672062241,0.64145169,0.661631411,0.661996084,0.619469935,0.61033244,0.611525855,0.663672514,0.583358092,0.633168209,0.646600817,0.630645287,0.601540861,0.688066729,0.64870861,0.674649804,0.707618842,0.69548037,0.684647492,0.683212544,0.669412507
NCBI:100873165,0.643164779,0.812576282,0.740346253,0.624859857,0.736866504,0.638606413,0.634343395,0.753741716,0.646540953,0.694620359,0.635985019,0.720845547,0.588249016,0.689312872,0.702797807,0.547991581,0.694517549,0.774744811,0.746484029,0.721989968,0.616753251,0.704147354
NCBI:100873902,0.646266916,0.623053704,0.69939591,0.623873814,0.71008204,0.591264488,0.66442019,0.670235033,0.539604412,0.691416656,0.68249029,0.583572293,0.686195452,0.635817952,0.636255185,0.535777642,0.542610719,0.641020839,0.609153424,0.677684636,0.661526471,0.671580204
NCBI:100873930,0.884990174,0.680186115,0.718513896,0.710013281,0.654303202,0.855459794,0.785570979,0.72262113,0.889006792,0.758755396,0.706301547,0.811744489,0.806076023,0.827979809,0.801449639,0.743877566,0.883468028,0.712109935,0.807026637,0.807223787,0.801267114,0.816568778
NCBI:100873932,0.869347313,0.863204066,0.823784835,0.898021181,0.678303859,0.730481849,0.839642433,0.844107787,0.862177184,0.832524478,0.890259764,0.789203463,0.829554696,0.806711443,0.851155582,0.767309782,0.767360091,0.783061148,0.763575303,0.822583095,0.831512726,0.803484125
NCBI:100873935,0.816057467,0.914167367,0.937173368,0.900868985,0.731878275,0.688508494,0.931659146,0.760032564,0.833840001,0.827811375,0.826747507,0.814370652,0.685894643,0.763429724,1,0.739080892,0.693745914,0.871508957,0.752746064,0.913449402,0.761672813,0.76946828
NCBI:100873939,0.909897707,0.913824148,0.83357232,0.760359734,0.708032682,0.655379939,0.77759932,0.733951817,0.847516913,0.769236714,0.846781591,0.926896397,0.872865314,0.77213689,0.852095878,0.806027169,0.818853792,0.682023874,0.715538007,0.885772669,0.784793205,0.755017684
NCBI:100873947,0.882469807,0.852650425,0.742747368,0.85270941,0.780608054,0.683851538,0.863226278,0.824358664,0.923889044,0.831850023,0.949926084,0.872161117,0.844840955,0.69016726,0.841421143,0.765416859,0.804563026,0.745955873,0.650962416,0.802102576,0.777532568,0.811941727
NCBI:100873949,0.810327201,0.80999943,0.857176536,0.872712082,0.736769058,0.664874323,0.907206056,0.849699245,0.807912094,0.89931458,0.848092566,0.871873417,0.746060239,0.656751397,0.896584789,0.80779685,0.748869871,0.838165997,0.75871073,0.833123051,0.765766431,0.799944206
NCBI:100873952,0.78950709,0.81915394,0.897262466,0.773882052,0.68471047,0.680256407,0.895743237,0.857128135,0.769018097,0.785628143,0.839905461,0.875179969,0.816289594,0.741566529,0.884785555,0.73177913,0.751132375,0.75164756,0.827819369,0.822565309,0.769210409,0.824514479
NCBI:100873969,0.905099656,0.879320017,0.799566337,0.822082052,0.741452965,0.837759607,0.76461091,0.733863843,0.912903346,0.85685117,0.792524156,0.819439379,0.78480168,0.804229318,0.817999053,0.777461682,0.847000487,0.789631637,0.754481453,0.80036484,0.701725298,0.735619996
NCBI:100873972,0.904541026,0.93570512,0.883646954,0.84906885,0.730739228,0.707644066,0.891237178,0.970736135,0.835556966,0.869201859,0.923204446,0.814357225,0.826840371,0.697230193,0.865049965,0.729014288,0.896641697,0.756804544,0.85211817,0.823081252,0.727518296,0.837507856
NCBI:100873983,0.83145612,0.896389341,0.835569161,0.8069537,0.739169291,0.804302744,0.801460605,0.832411903,0.911304813,0.784154244,0.846440721,0.893691997,0.733478585,0.802434864,0.874806744,0.773277642,0.82038006,0.782122076,0.769577548,0.759413399,0.810015873,0.833633957
NCBI:100874028,0.916157305,1,0.773559951,0.892530348,0.710488728,0.738355477,0.789089055,0.823978063,0.935867702,0.852255715,0.776012535,0.861332101,0.893066679,0.809662042,0.832750369,0.781813625,0.870625964,0.825727243,0.722198691,0.691401088,0.82352811,0.759579582
NCBI:100874033,0.858651898,0.92461079,0.879612877,0.770159006,0.780448228,0.732992439,0.804684173,0.81942102,0.782244547,0.867744371,0.81270882,0.817033283,0.814629826,0.796839343,0.902501865,0.783365632,0.733192294,0.831728617,0.846482472,0.97003687,0.800208622,0.842203684
NCBI:100874039,0.886696782,0.914536242,0.87973594,0.901515188,0.695094717,0.748542846,0.901387182,0.835693411,0.855706898,0.91381576,0.868368815,0.83788147,0.751339159,0.71344067,0.890594548,0.830201133,0.743663907,0.738915317,0.803545868,0.910717477,0.783550757,0.776240541
NCBI:100874042,0.742018874,0.902642142,0.730376181,0.740064896,0.668531288,0.782159054,0.790151661,0.778830939,0.84682135,0.744578587,0.793419712,0.792220067,0.760054752,0.776746934,0.861233594,0.745452775,0.81752728,0.715657952,0.711261227,0.797624134,0.841779394,0.709859482
NCBI:100874048,0.837100202,0.819723638,0.699916505,0.79656252,0.742390046,0.792814479,0.750165384,0.804065059,0.802742916,0.815157151,0.839910399,0.842289298,0.839168252,0.73540502,0.830136913,0.704579086,0.712742938,0.880651557,0.789782528,0.815679416,0.782833135,0.734410924
NCBI:100874052,0.736154952,0.811479095,0.908144873,0.894016311,0.796988325,0.782166703,0.958649075,0.820298473,0.752766176,0.86997752,0.926735089,0.761199623,0.729594352,0.69887508,0.832593545,0.705154319,0.844120629,0.849951623,0.805590372,0.968195452,0.610042244,0.885025204
NCBI:100874054,0.934810322,0.892311742,0.831103527,0.742827719,0.697306068,0.789135995,0.80578511,0.807507696,0.800834759,0.835469739,0.845959632,0.885338075,0.681938884,0.787401179,0.800400984,0.820458772,0.776286844,0.751220676,0.709378775,0.773079098,0.758613496,0.824811905
NCBI:100874058,0.690568131,0.672139856,0.827685554,0.727503892,0.83869188,0.644220294,0.696400791,0.779767347,0.628262766,0.767229707,0.788902167,0.666430083,0.586004813,0.666469491,0.697805575,0.614507742,0.686889035,0.841475535,0.745404588,0.783418851,0.661927041,0.771280634
NCBI:100874064,0.812051861,0.872506943,0.813103814,0.789634342,0.770885515,0.767546341,0.78777237,0.920019918,0.878705364,0.868446048,0.863811585,0.882949098,0.855718431,0.752552477,0.768743638,0.820066,0.673803078,0.765274091,0.677076654,0.835040188,0.753978063,0.815259047
NCBI:100874068,0.657580824,0.762594886,0.778562518,0.761363256,0.867632439,0.7294129,0.798555374,0.875988747,0.748157223,0.693115836,0.744050153,0.69789684,0.665680726,0.652285941,0.775326693,0.673999264,0.577671877,0.809473662,0.839074429,0.702713113,0.678203415,0.783974632
NCBI:100874078,0.824311067,0.789642342,0.771608254,0.762754642,0.660434842,0.787048428,0.629429938,0.724212047,0.932381857,0.742124394,0.669917175,0.867097643,0.85956196,0.842919743,0.791475681,0.884159611,0.877509435,0.672995536,0.700640107,0.724685318,0.856326503,0.73412348
NCBI:100874085,0.78817017,0.763015476,0.795565569,0.754046788,0.641149331,0.745125562,0.735854236,0.702275559,0.879199381,0.746972099,0.824934107,0.900127395,0.823888562,0.912681054,0.812988457,0.833649015,0.862505546,0.577293925,0.726677767,0.717951741,0.855419651,0.733352543
NCBI:100874087,0.835004655,0.846070195,0.874280224,0.779106034,0.707854229,0.840255411,0.710386377,0.712820067,0.874158438,0.72389704,0.853134567,0.915757587,0.901692017,0.832909124,0.800024789,0.836325732,0.883011864,0.759883658,0.709616223,0.737994489,0.823952164,0.831787439
NCBI:100874093,0.766576839,0.863762358,0.760300971,0.852565655,0.743216502,0.707899836,0.831001881,0.893822178,0.810250955,0.877277427,0.80285469,0.778700809,0.752748885,0.736281059,0.842415581,0.746041463,0.70329924,0.699389158,0.774784046,0.811591131,0.735866068,0.788855148
NCBI:100874100,0.91929958,0.92250112,0.858486035,0.865085112,0.678539054,0.750632557,0.897516097,0.7365975,0.788941208,0.873582998,0.917525001,0.824542618,0.762319776,0.715961279,0.844433434,0.841678389,0.837308178,0.834546157,0.774440537,0.855972722,0.855153261,0.720068931
NCBI:100874110,0.810148218,0.761881283,0.900580228,0.828889503,0.759025325,0.625126316,0.789143978,0.810787291,0.646234324,0.866680077,0.793172661,0.725891429,0.677047599,0.64035673,0.751608591,0.57133626,0.724518594,0.931703261,0.835672053,0.880566974,0.654090596,0.897267514
NCBI:100874113,0.656201097,0.790796409,0.688075865,0.672919577,0.949405278,0.644217185,0.652365385,0.716530773,0.694874483,0.783399941,0.757091686,0.698617303,0.674963142,0.710506052,0.844641248,0.604853194,0.679502571,0.793649065,0.814892948,0.728256508,0.761836586,0.836843561
NCBI:100874195,0.773559543,1,0.752469847,0.84049174,0.640059497,0.716516767,0.785850464,0.771077693,0.765148982,0.850549396,0.828053067,0.861342185,0.69710871,0.741173325,0.860098643,0.732131669,0.848438209,0.718626216,0.754072575,0.768032359,0.848915708,0.864698457
NCBI:100874205,0.676703843,0.749690564,0.694662468,0.776486381,0.781944209,0.571508297,0.826195281,0.718404444,0.659089326,0.68748871,0.715252504,0.619098212,0.557703307,0.692387985,0.750289354,0.627860156,0.671049685,0.770639996,0.714163646,0.637536246,0.651413043,0.835296809
NCBI:100874211,0.790294806,0.826502196,0.935615347,0.810897621,0.689556035,0.770722434,0.854723114,0.771893706,0.769416413,0.91137603,0.855420716,0.814110673,0.728145604,0.796982974,0.885010153,0.812673429,0.689858729,0.824830726,0.732740728,0.791666713,0.784273145,0.824324348
NCBI:100874212,0.922254743,0.8866819,0.785681893,0.81334456,0.833857533,0.817197281,0.801102776,0.757650137,0.945533897,0.78475871,0.835435035,0.861801772,0.779795913,0.754716926,0.79208026,0.827351312,0.894581359,0.773973497,0.758762053,0.692611415,0.810782556,0.694569471
NCBI:100874216,0.811152451,0.858924161,0.937815435,0.802224937,0.754725543,0.737740246,1,0.958318674,0.826402567,0.872672943,0.990741706,0.728667839,0.790212629,0.702194431,0.905258018,0.745947449,0.764936562,0.839605936,0.908967716,0.896834901,0.723529968,0.817831839
NCBI:100874241,0.822353238,0.863954439,0.867516779,0.743456007,0.786780047,0.72446589,0.847711883,0.760334525,0.812305202,0.843798823,0.896465537,0.750375779,0.709107597,0.688924794,0.919952426,0.830526649,0.813430828,0.845758712,0.795086945,0.848146926,0.857677853,0.847793822
NCBI:100874255,0.881788292,0.861867947,0.839942168,0.763728711,0.649712802,0.698852864,0.812173663,0.819534791,0.871505828,0.93253305,0.914711121,0.871642721,0.800913724,0.781817038,0.784012365,0.75836382,0.782036914,0.762890479,0.823456519,0.82349535,0.72143883,0.749630347
NCBI:100874261,0.621155533,0.757667621,0.824617713,0.889236293,0.798833752,0.595401516,0.714425589,0.906619178,0.75386807,0.847548351,0.791610771,0.783400584,0.644409636,0.732303763,0.838554484,0.795141093,0.776036421,0.934136213,0.887647122,0.831300539,0.652324945,0.926988299
NCBI:100874300,0.938842783,0.907781268,0.772530838,0.769366647,0.670799029,0.769792363,0.848766912,0.802968307,0.90746283,0.840191272,0.828516104,0.85798622,0.827932051,0.848099214,0.935050388,0.805211092,0.858593124,0.804995766,0.769100772,0.807953153,0.811851379,0.785082439
NCBI:100874323,0.741300708,0.773338446,0.742671244,0.77484217,0.789334573,0.664038243,0.788757397,0.827024329,0.746674317,0.832417892,0.67863112,0.643280761,0.706150833,0.723295445,0.732050556,0.703296561,0.654791991,0.868634338,0.976057433,0.908529246,0.697358771,0.787273339
NCBI:100874342,0.929595425,0.733268861,0.772896733,0.665886797,0.601687935,0.811435564,0.75715208,0.792423503,0.823030265,0.675940788,0.642266775,0.801438087,0.851965101,0.862090997,0.814532092,0.892861436,0.898298593,0.726624345,0.602461594,0.646649179,0.824292903,0.635120163
NCBI:100874362,0.830321004,0.774698451,0.915524769,0.933493227,0.712128729,0.688640094,0.842638352,0.891114713,0.784510651,0.844182467,0.858626184,0.800857203,0.710051265,0.723651009,0.805276863,0.840571495,0.750798478,0.914186599,0.854708656,0.943258584,0.719220065,0.850725879
NCBI:100874363,0.411835761,0.424832603,0.496395474,0.747428153,0.558221563,0.565745397,0.656299462,0.401002864,0.701532582,0.424050593,0.518801498,0.462351228,0.745387584,0.593289057,0.408845218,0.644785831,0.523214032,0.470894771,0.677593187,0.572765497,0.73552525,0.820115512
NCBI:100874433,0.932452324,0.808598111,0.754906954,0.744997997,0.711893401,0.670992617,0.765893946,0.792106074,0.882447494,0.786684404,0.847108222,0.834900516,0.748110269,0.845119714,0.808650071,0.718082821,0.693546045,0.816471002,0.755422855,0.745064654,0.768431085,0.819673088
NCBI:100885778,0.641096092,0.68311488,0.70708416,0.703976097,0.759407485,0.60773388,0.633637505,0.561342589,0.71989213,0.625685783,0.623796604,0.584805408,0.699963219,0.698917607,0.606700187,0.625406936,0.638161766,0.672887997,0.713281088,0.743723807,0.665131149,0.878423342
NCBI:100885779,0.792280324,0.510572529,0.674494578,0.656547392,0.457888284,0.776176821,0.90706007,0.573010969,0.927812338,0.535174357,0.491314702,0.440126934,0.817634159,0.676817806,0.667249548,0.717415171,0.629781123,0.783744376,0.980614981,0.885028448,0.880887277,0.49628738
NCBI:100885782,0.928798232,0.873219766,0.873866249,0.796583851,0.624719895,0.801047352,0.812139363,0.870749018,0.867511567,0.774336544,0.941826476,0.772185855,0.787635964,0.791858632,0.799577143,0.726346839,0.804608858,0.766102348,0.749425608,0.713710942,0.860167453,0.848929382
NCBI:100885795,0.62872245,0.703722974,0.791095035,0.745127789,0.825256593,0.691222949,0.689719824,0.635019284,0.64245505,0.673396046,0.677640953,0.695503994,0.634869436,0.570711222,0.722204973,0.69379166,0.680059162,0.749507093,0.771199784,0.788555097,0.743200683,0.734047455
NCBI:100887755,0.759373107,0.762308343,0.589699307,0.600212103,0.547706538,0.756680362,0.962581664,0.628509487,0.777231467,0.689596256,0.444692913,0.692874991,0.920850034,0.674944128,0.468888831,0.777553272,0.689085771,0.521738092,0.809850104,0.796345259,0.966793632,0.678503446
NCBI:100996251,0.574773931,0.699191467,0.758668739,0.710514565,0.811148681,0.609806175,0.700115167,0.687679911,0.689602879,0.723008616,0.747985057,0.629276815,0.704647065,0.576270234,0.715872212,0.627453712,0.685293175,0.723666602,0.830383049,0.77755903,0.613456593,0.717074117
NCBI:100996295,0.633716843,0.594876299,0.69864839,0.660112857,0.590140344,0.585608602,0.6943836,0.672976356,0.626550809,0.625092747,0.689389412,0.617580962,0.574667724,0.620927632,0.644604452,0.605887846,0.60872542,0.634059544,0.691596327,0.568459595,0.642270463,0.674138724
NCBI:100996307,0.701372547,0.669416364,0.684952816,0.659011845,0.738485707,0.636396931,0.689184876,0.716218973,0.701250552,0.648053001,0.687409663,0.619368682,0.694265617,0.554332489,0.662084997,0.716084234,0.638140261,0.721821425,0.681361172,0.691897393,0.620422208,0.76950208
NCBI:100996348,0.690921916,0.441022643,0.689854198,0.636700754,0.67554238,0.571238256,0.493243127,0.562812892,0.718582288,0.600756043,0.509856858,0.490041029,0.456448528,0.554453982,0.497792177,0.401392804,0.64522231,0.516526316,0.613213793,0.740471286,0.749818976,0.782739412
NCBI:100996425,0.74740072,0.733023961,0.716068483,0.679214982,0.805689575,0.628461293,0.636028343,0.582264189,0.610589584,0.727253629,0.679801694,0.640542739,0.62959107,0.568152343,0.66717736,0.73783761,0.656963997,0.630026727,0.747616221,0.683951112,0.690787269,0.637791989
NCBI:100996485,0.65576047,0.670345754,0.65909109,0.745112039,0.892784886,0.549563411,0.704894434,0.745830702,0.749823902,0.687995221,0.65879327,0.671761796,0.610529563,0.61581414,0.65755979,0.607337889,0.713591036,0.692507605,0.713464623,0.768421194,0.626305941,0.730778728
NCBI:100996541,0.695730665,0.801264647,0.833834892,0.934100478,0.782552285,0.631560214,0.85432866,0.891226389,0.707652586,0.775504853,0.847602375,0.783894909,0.663763614,0.758333416,0.858813325,0.705716578,0.636935692,0.822229872,0.868484803,0.867475651,0.670020987,0.852381148
